Time_ms,Amplitude_uV
115.0,82.6143
115.5,74.66
116.0,80.2118
116.5,72.8755
117.0,63.8127
117.5,62.4611
118.0,65.0954
118.5,64.1717
119.0,66.171
119.5,67.1608
120.0,52.8595
120.5,43.577
121.0,35.5649
121.5,43.591
122.0,36.0564
122.5,35.2778
123.0,31.9305
123.5,31.6963
124.0,34.8794
124.5,28.6495
125.0,25.1964
125.5,19.3234
126.0,14.6261
126.5,18.255
127.0,18.5831
127.5,25.2606
128.0,16.4661
128.5,18.9693
129.0,11.0559
129.5,6.8116
130.0,6.7237
130.5,6.8041
131.0,18.721
131.5,4.5924
132.0,11.2743
132.5,2.7135
133.0,10.3037
133.5,7.2345
134.0,4.2402
134.5,4.2531
135.0,1.0269
135.5,5.5598
136.0,1.1232
136.5,-2.6903
137.0,-3.2382
137.5,3.0075
138.0,9.0832
138.5,2.4695
139.0,1.0114
139.5,2.6487
140.0,7.0763
140.5,2.041
141.0,-0.9249
141.5,5.7877
142.0,2.6369
142.5,7.5282
143.0,1.3623
143.5,-5.0425
144.0,-5.7508
144.5,7.7809
145.0,8.0608
145.5,-0.5451
146.0,-1.4978
146.5,6.7714
147.0,-4.8142
147.5,-3.8827
148.0,3.0179
148.5,-1.6707
149.0,0.0666
149.5,-0.6592
150.0,1.584
150.5,6.3887
151.0,0.4543
151.5,2.9372
152.0,-9.1925
152.5,-0.1912
153.0,-3.7709
153.5,-5.4648
154.0,-3.935
154.5,-1.4896
155.0,4.1332
155.5,-5.9591
156.0,0.1459
156.5,-2.172
157.0,-1.469
157.5,4.517
158.0,2.4253
158.5,6.0214
159.0,-0.6927
159.5,-3.1296
160.0,-1.0056
160.5,1.0927
161.0,0.7958
161.5,-4.8788
162.0,0.408
162.5,1.0277
163.0,11.3292
163.5,8.4462
164.0,-3.8393
164.5,-1.2929
165.0,-6.5853
165.5,-2.658
166.0,1.4204
166.5,5.4265
167.0,-3.2808
167.5,-2.9436
168.0,-9.6627
168.5,-0.7319
169.0,-4.7808
169.5,-2.3824
170.0,-3.9458
170.5,-0.4242
171.0,-7.9098
171.5,-6.6017
172.0,9.5816
172.5,-5.7934
173.0,-4.9355
173.5,8.2661
174.0,13.0728
174.5,-5.272
175.0,-1.6571
175.5,1.537
176.0,7.7791
176.5,-4.4409
177.0,-1.1037
177.5,3.498
178.0,1.9564
178.5,-1.6927
179.0,-0.6022
179.5,-6.187
180.0,-1.0718
180.5,-1.1987
181.0,1.0448
181.5,-2.499
182.0,2.1219
182.5,4.5572
183.0,0.6994
183.5,1.5829
184.0,0.2392
184.5,0.0004
185.0,-3.247
185.5,1.4242
186.0,-0.4378
186.5,9.4193
187.0,7.0801
187.5,1.7363
188.0,-3.4338
188.5,-5.0059
189.0,5.3601
189.5,1.1824
190.0,2.1606
190.5,-7.8506
191.0,4.1735
191.5,2.0449
192.0,-4.9969
192.5,-2.1219
193.0,1.1867
193.5,0.2361
194.0,-1.3148
194.5,-0.4657
195.0,-1.1339
195.5,0.6865
196.0,6.6217
196.5,-11.55
197.0,-1.0658
197.5,0.7943
198.0,1.332
198.5,-1.6736
199.0,-7.9052
199.5,1.476
200.0,7.7731
200.5,-6.9024
201.0,3.8872
201.5,-1.4784
202.0,-0.276
202.5,-4.738
203.0,-1.5051
203.5,5.8502
204.0,2.6219
204.5,7.7954
205.0,5.2984
205.5,1.9759
206.0,7.8477
206.5,1.9755
207.0,3.7259
207.5,-1.3346
208.0,0.2995
208.5,-3.1384
209.0,4.4531
209.5,-5.3024
210.0,3.5206
210.5,-0.8579
211.0,5.2706
211.5,3.3789
212.0,8.1929
212.5,3.2885
213.0,-7.0742
213.5,-0.3013
214.0,-5.274
214.5,-2.3323
215.0,6.8005
215.5,2.8689
216.0,-3.1452
216.5,-4.5617
217.0,0.1475
217.5,-5.4745
218.0,-3.0201
218.5,1.404
219.0,5.1989
219.5,2.7394
220.0,-10.3108
220.5,1.3697
221.0,0.3242
221.5,1.8625
222.0,7.2729
222.5,-9.2846
223.0,-2.66
223.5,2.6591
224.0,-7.1172
224.5,6.6418
225.0,1.6576
225.5,3.8096
226.0,-2.5692
226.5,3.6619
227.0,4.8081
227.5,1.048
228.0,1.0548
228.5,1.2165
229.0,-3.8851
229.5,-0.6639
230.0,-0.6864
230.5,1.7253
231.0,4.4992
231.5,-4.7634
232.0,-0.5625
232.5,6.6665
233.0,-3.3461
233.5,-3.7001
234.0,0.9104
234.5,3.7997
235.0,0.0514
235.5,5.9803
236.0,3.8556
236.5,3.7882
237.0,2.4935
237.5,10.4744
238.0,-0.9232
238.5,-9.0159
239.0,7.2191
239.5,-2.0596
240.0,0.4855
240.5,5.893
241.0,-7.2102
241.5,-5.6324
242.0,-7.2058
242.5,-3.5736
243.0,1.9784
243.5,2.3588
244.0,1.2432
244.5,-6.3574
245.0,-10.3955
245.5,0.2446
246.0,-2.123
246.5,2.0672
247.0,3.1588
247.5,0.6221
248.0,3.4206
248.5,1.0315
249.0,2.3853
249.5,-3.171
250.0,-0.8083
250.5,0.8855
251.0,3.6924
251.5,-1.7718
252.0,2.3453
252.5,-1.1963
253.0,-0.5289
253.5,3.7328
254.0,-8.9688
254.5,-5.8341
255.0,-6.6698
255.5,-10.5013
256.0,-3.0522
256.5,3.3725
257.0,-1.282
257.5,0.8901
258.0,4.9015
258.5,5.9746
259.0,-0.3111
259.5,6.0911
260.0,0.4146
260.5,-3.7683
261.0,-2.6748
261.5,-6.6624
262.0,-3.9966
262.5,-1.6111
263.0,3.6161
263.5,7.7435
264.0,-6.2198
264.5,1.7677
265.0,-4.6824
265.5,2.1361
266.0,-0.5899
266.5,-8.2391
267.0,4.1773
267.5,-2.7225
268.0,-2.4026
268.5,-4.8139
269.0,-2.9443
269.5,1.9255
270.0,-0.8516
270.5,1.479
271.0,1.6286
271.5,5.943
272.0,-1.5425
272.5,-6.6459
273.0,4.8025
273.5,-1.4917
274.0,5.0157
274.5,1.7252
275.0,-0.5901
275.5,1.5695
276.0,8.7796
276.5,9.3464
277.0,0.3122
277.5,0.7209
278.0,4.8431
278.5,-3.8055
279.0,1.4988
279.5,-0.1164
280.0,1.4126
280.5,-3.7502
281.0,-7.1531
281.5,-9.3284
282.0,-5.0282
282.5,-2.064
283.0,-1.3194
283.5,8.7175
284.0,4.977
284.5,-4.3294
285.0,1.5647
285.5,-1.8319
286.0,-1.2796
286.5,0.834
287.0,2.7863
287.5,-1.5267
288.0,4.7873
288.5,-5.1387
289.0,0.0285
289.5,11.6895
290.0,1.0039
290.5,6.4495
291.0,0.4118
291.5,2.6135
292.0,-0.2555
292.5,-0.7668
293.0,-3.5077
293.5,1.9364
294.0,-3.8319
294.5,2.9951
295.0,4.8838
295.5,1.6494
296.0,-1.2881
296.5,2.0428
297.0,-1.389
297.5,4.21
298.0,-8.2413
298.5,-1.5102
299.0,-8.9587
299.5,-6.7278
